First_Name,Last_Name,Phone,Email,Register_Number,Institution_Name,Mode,Course_Name,Total,Entry_Date,Payment_Status
gyoa,zyos,(250)680-941-5,gyoazyos@outlook.com,2nm83921800,nitte,Offline,Cyber Security-l1,5000,3-10-2022 14:42:8,not paid
iyqwrq,sellb,(438)321-989-3,iyqwrqsellb@outlook.com,7al81579543,alvas,Offline,Java Full-stack,5500,15-11-2023 14:58:44,paid
shcmznd,sdmxy,(114)248-518-8,shcmzndsdmxy@gmail.com,7nm59545206,nitte,Offline,Web Development-15weeks,3000,21-1-2023 11:37:49,paid
amekbc,dpkiv,(071)689-333-8,amekbcdpkiv@gmail.com,3nm16755154,nitte,Online,ai-ml,6000,23-10-2022 14:27:41,not paid
wrkjfyb,gqfvq,(539)115-227-3,wrkjfybgqfvq@outlook.com,6sp51600114,sdm,Online,Web Development,5000,18-9-2021 13:3:8,paid
mxduqih,ckrvb,(877)983-908-8,mxduqihckrvb@yahoo.com,9m69257463,manipal,Offline,iot,4000,7-5-2022 12:53:49,paid
yrpxtmd,dhacp,(889)075-457-8,yrpxtmddhacp@gmail.com,5al30134264,alvas,Offline,Java Full-stack,5500,18-12-2023 10:46:39,paid
ukzj,vmfp,(814)094-781-2,ukzjvmfp@outlook.com,2nm19456902,nitte,Online,iot,4000,14-12-2022 11:1:3,not paid
wlaj,tevp,(210)750-636-3,wlajtevp@yahoo.com,2m82542555,manipal,Online,ai-ml,6000,5-10-2021 17:14:50,not paid
kidvp,iixkk,(598)968-257-8,kidvpiixkk@yahoo.com,6al89576818,alvas,Online,iot,4000,12-6-2023 16:21:6,not paid
sjnnrk,ryhmd,(437)287-320-3,sjnnrkryhmd@outlook.com,9sp63894775,sdm,Online,Web Development,5000,6-2-2023 13:27:19,paid
tnt,htw,(674)945-613-3,tnthtw@outlook.com,5al77760407,alvas,Offline,Java Full-stack,5500,14-10-2023 16:52:13,not paid
bmipbwf,mjxgn,(229)988-219-1,bmipbwfmjxgn@yahoo.com,3nm85870677,nitte,Offline,Java Full-stack,5500,13-11-2022 12:21:4,not paid
uyje,qzpo,(202)707-551-7,uyjeqzpo@outlook.com,6al66020009,alvas,Online,Java Full-stack,5500,20-7-2021 17:32:15,paid
vwxwjvxn,civfc,(395)501-037-8,vwxwjvxncivfc@outlook.com,8mp80609642,mite,Online,Web Development,5000,17-10-2021 17:21:31,paid
owriccz,eetxr,(611)982-670-7,owricczeetxr@yahoo.com,9nm90282951,nitte,Offline,ai-ml,6000,2-5-2023 14:24:43,not paid
tcrudwo,ywwiz,(550)778-984-3,tcrudwoywwiz@outlook.com,5nm84030787,nitte,Offline,Cyber Security-l0,4500,20-3-2021 17:23:24,paid
uzpljv,lvyyg,(325)486-319-3,uzpljvlvyyg@yahoo.com,5m71149457,manipal,Online,Cyber Security-l1,5000,8-7-2021 17:55:39,not paid
rtdre,nodcs,(639)255-809-6,rtdrenodcs@gmail.com,4sp47037864,sdm,Offline,Cyber Security-l0,4500,20-3-2023 13:9:26,paid
kpzlq,lvfqu,(685)624-781-3,kpzlqlvfqu@gmail.com,6nm57313138,nitte,Online,iot,4000,17-10-2023 13:19:20,paid
wrs,jqo,(584)595-712-0,wrsjqo@outlook.com,0nm52456667,nitte,Online,Java Full-stack,5500,26-6-2022 17:9:8,not paid
mmxsy,djzmy,(713)970-776-9,mmxsydjzmy@yahoo.com,0nm69499849,nitte,Offline,Web Development-15weeks,3000,24-12-2023 15:16:24,not paid
nsztgx,ypipp,(532)816-274-7,nsztgxypipp@outlook.com,9sp50553406,sdm,Online,Web Development-15weeks,3000,16-9-2023 15:23:30,not paid
dgy,hea,(164)259-357-2,dgyhea@yahoo.com,3nm23054012,nitte,Online,Web Development-15weeks,3000,23-6-2022 16:23:4,not paid
bclrzqzj,klvmm,(735)064-159-7,bclrzqzjklvmm@outlook.com,9sp76899543,sdm,Offline,Java Full-stack,5500,10-4-2022 11:11:44,paid
tcwdy,zjpmp,(430)939-390-8,tcwdyzjpmp@outlook.com,2nm16830476,nitte,Offline,Web Development-15weeks,3000,16-12-2023 12:3:43,paid
yokxxhg,evjlb,(738)717-076-0,yokxxhgevjlb@gmail.com,4sp82947829,sdm,Online,Web Development-15weeks,3000,13-2-2023 16:24:37,paid
pkykig,kdutb,(194)643-315-9,pkykigkdutb@gmail.com,8m48926876,manipal,Offline,Cyber Security-l1,5000,28-5-2023 17:2:13,not paid
crpg,jzgr,(554)873-091-6,crpgjzgr@gmail.com,0sp11895499,sdm,Offline,ai-ml,6000,26-9-2023 14:30:13,paid
kldxn,aeqgu,(166)259-765-0,kldxnaeqgu@outlook.com,0nm76371951,nitte,Offline,Web Development-15weeks,3000,8-6-2023 15:42:15,paid
qnk,dzn,(748)086-379-1,qnkdzn@outlook.com,9m74598651,manipal,Online,Java Full-stack,5500,10-12-2021 16:50:19,paid
qkzsyhav,jkode,(993)012-260-8,qkzsyhavjkode@yahoo.com,7sp82365917,sdm,Offline,Web Development,5000,18-4-2023 14:50:49,not paid
owgps,mpmro,(287)083-448-4,owgpsmpmro@yahoo.com,6mp77985509,mite,Offline,Cyber Security-l0,4500,23-4-2023 14:51:31,not paid
cbicnquj,svgsb,(775)460-033-8,cbicnqujsvgsb@outlook.com,1al47989895,alvas,Offline,ai-ml,6000,11-3-2023 17:56:23,paid
uxncb,rtuqt,(723)791-155-6,uxncbrtuqt@yahoo.com,1mp73840754,mite,Offline,Web Development,5000,6-3-2022 14:12:37,not paid
gfsr,opwa,(581)001-116-6,gfsropwa@yahoo.com,7m24627405,manipal,Offline,Web Development,5000,8-8-2023 14:40:49,paid
kaqfel,aaltp,(993)292-239-6,kaqfelaaltp@gmail.com,6nm83288188,nitte,Online,iot,4000,8-7-2022 17:9:2,not paid
sjhy,lqsj,(748)835-441-6,sjhylqsj@outlook.com,4m98795170,manipal,Offline,Cyber Security-l0,4500,14-1-2021 16:43:33,not paid
sjhrin,sahur,(929)024-785-2,sjhrinsahur@gmail.com,8sp13514353,sdm,Offline,ai-ml,6000,7-11-2021 14:27:1,not paid
elwpvtcz,wzgtn,(237)223-375-9,elwpvtczwzgtn@outlook.com,7m28216424,manipal,Offline,Web Development,5000,25-1-2021 16:40:36,paid
socfz,jmekg,(618)516-271-6,socfzjmekg@yahoo.com,9al58040537,alvas,Offline,Web Development,5000,10-5-2022 12:10:30,not paid
jwtxrb,oqbou,(470)318-164-3,jwtxrboqbou@yahoo.com,2mp58140480,mite,Online,Cyber Security-l1,5000,1-8-2022 13:54:12,paid
axssrzt,ffcxv,(350)159-527-2,axssrztffcxv@gmail.com,2mp25473712,mite,Online,iot,4000,11-5-2021 11:40:50,not paid
wjnv,qons,(421)581-125-0,wjnvqons@outlook.com,0nm98444145,nitte,Offline,Cyber Security-l1,5000,26-6-2023 14:40:10,paid
hjnbla,ijoon,(884)646-371-6,hjnblaijoon@outlook.com,9nm19040678,nitte,Online,Web Development,5000,26-8-2023 11:15:6,not paid
uhymxg,ektti,(069)649-458-2,uhymxgektti@yahoo.com,4sp53677675,sdm,Online,iot,4000,6-1-2022 10:39:36,paid
erumb,slspv,(507)078-580-6,erumbslspv@outlook.com,7m67979617,manipal,Online,Java Full-stack,5500,12-4-2022 10:7:22,not paid
mabboa,wozyt,(577)121-283-5,mabboawozyt@outlook.com,7al48395096,alvas,Offline,ai-ml,6000,20-4-2021 15:23:10,not paid
alo,uky,(805)499-300-0,alouky@outlook.com,5m97821670,manipal,Online,Cyber Security-l1,5000,1-4-2023 13:37:50,not paid
nfyf,vwxf,(868)495-410-9,nfyfvwxf@outlook.com,2mp72752326,mite,Offline,Web Development,5000,16-4-2022 16:20:40,paid
twkenz,xfdus,(243)643-698-8,twkenzxfdus@gmail.com,5m69898790,manipal,Offline,ai-ml,6000,20-11-2021 15:33:33,paid
wrywhl,byqog,(519)665-086-0,wrywhlbyqog@gmail.com,1sp76883628,sdm,Online,Cyber Security-l0,4500,26-12-2021 12:17:9,not paid
kfn,igj,(837)631-863-2,kfnigj@gmail.com,4m70933036,manipal,Offline,Java Full-stack,5500,13-7-2022 12:52:25,not paid
dbnh,yuod,(642)333-913-7,dbnhyuod@gmail.com,6al88366427,alvas,Offline,Web Development,5000,16-4-2022 17:34:20,not paid
vxgswcgj,zpxte,(385)562-506-3,vxgswcgjzpxte@gmail.com,7m52014759,manipal,Online,Cyber Security-l0,4500,7-11-2021 12:38:2,paid
ewcoyxkj,kkjjg,(176)190-157-3,ewcoyxkjkkjjg@gmail.com,0m96258483,manipal,Online,ai-ml,6000,1-10-2022 15:42:20,paid
ktlrpub,lktip,(394)045-145-2,ktlrpublktip@gmail.com,9mp02178896,mite,Offline,Web Development,5000,27-3-2023 14:18:11,not paid
esgbdw,geqzd,(511)581-767-6,esgbdwgeqzd@outlook.com,9nm89122605,nitte,Online,iot,4000,10-7-2023 16:34:20,not paid
eowddih,lrtqu,(386)075-153-5,eowddihlrtqu@gmail.com,4mp45039782,mite,Offline,ai-ml,6000,3-6-2021 14:53:16,paid
gbhmnxra,fvyiq,(547)402-802-3,gbhmnxrafvyiq@outlook.com,8mp86096559,mite,Offline,Web Development-15weeks,3000,14-9-2023 12:59:38,paid
nemnjna,tiokl,(913)400-742-5,nemnjnatiokl@gmail.com,2m61269729,manipal,Online,ai-ml,6000,9-11-2022 12:28:8,paid
mll,zjk,(453)703-032-6,mllzjk@gmail.com,6m16452312,manipal,Online,iot,4000,24-2-2023 12:17:45,paid
nplqmz,fnodd,(159)608-066-6,nplqmzfnodd@outlook.com,5m53686159,manipal,Offline,Cyber Security-l1,5000,20-12-2021 14:31:41,paid
knen,utfl,(408)889-683-6,knenutfl@yahoo.com,5sp43997805,sdm,Offline,ai-ml,6000,25-1-2021 16:5:32,paid
zlrdyht,mryiw,(311)344-612-2,zlrdyhtmryiw@outlook.com,8m22513654,manipal,Online,Cyber Security-l0,4500,21-2-2022 16:24:30,not paid
dbzwhet,dqfvj,(788)050-696-7,dbzwhetdqfvj@outlook.com,0mp36882679,mite,Offline,iot,4000,3-8-2022 16:25:6,not paid
ylja,ydqi,(651)908-019-5,yljaydqi@outlook.com,6m47880709,manipal,Offline,ai-ml,6000,3-4-2022 16:15:25,paid
rur,vpi,(769)314-840-5,rurvpi@yahoo.com,8m76566010,manipal,Online,Web Development-15weeks,3000,2-2-2021 14:22:24,paid
uxzqd,kulng,(248)958-640-0,uxzqdkulng@gmail.com,6mp15422475,mite,Offline,Cyber Security-l1,5000,11-11-2023 16:10:32,paid
ugs,pft,(082)807-835-7,ugspft@yahoo.com,0sp62189232,sdm,Offline,Web Development,5000,9-1-2023 15:52:5,not paid
gaypwace,hvcaw,(196)431-665-2,gaypwacehvcaw@gmail.com,3al18107974,alvas,Online,Cyber Security-l1,5000,5-3-2023 11:44:20,paid
fryfr,ainws,(141)389-905-8,fryfrainws@outlook.com,3mp33059986,mite,Online,ai-ml,6000,15-4-2021 13:44:29,paid
uaknrj,rbiyr,(204)641-937-6,uaknrjrbiyr@outlook.com,2mp50036910,mite,Offline,Web Development,5000,19-4-2022 11:15:19,not paid
fzw,yts,(318)914-217-1,fzwyts@yahoo.com,3m68565504,manipal,Online,Cyber Security-l1,5000,5-2-2021 17:28:32,paid
kqnuiee,tlava,(511)577-663-4,kqnuieetlava@outlook.com,0m40667655,manipal,Offline,iot,4000,16-2-2023 15:30:38,paid
ppnpnh,glcrn,(515)819-005-6,ppnpnhglcrn@outlook.com,9al30225054,alvas,Offline,Web Development-15weeks,3000,8-5-2022 14:56:26,paid
onpsj,vfvnb,(972)077-529-0,onpsjvfvnb@outlook.com,5m91756071,manipal,Offline,Web Development-15weeks,3000,21-7-2023 13:12:11,not paid
xuct,ahsd,(959)496-165-2,xuctahsd@gmail.com,9sp43453819,sdm,Online,Web Development-15weeks,3000,10-3-2022 17:32:9,not paid
tbocu,udcnz,(616)480-363-3,tbocuudcnz@outlook.com,2m42142474,manipal,Offline,iot,4000,14-6-2023 15:12:44,not paid
tybwn,mwwdw,(745)285-607-0,tybwnmwwdw@gmail.com,6al99674448,alvas,Online,Cyber Security-l1,5000,26-12-2023 17:9:1,not paid
uwt,kmh,(601)538-850-2,uwtkmh@gmail.com,1m89991983,manipal,Offline,Web Development,5000,10-9-2023 12:2:40,paid
wfncbfs,vgygo,(318)510-196-3,wfncbfsvgygo@outlook.com,3mp71865567,mite,Offline,ai-ml,6000,2-8-2022 14:10:50,not paid
xeynbh,nczhz,(679)480-495-6,xeynbhnczhz@gmail.com,8m99958404,manipal,Offline,Java Full-stack,5500,24-2-2022 14:45:29,paid
nvd,jmu,(374)344-734-2,nvdjmu@outlook.com,8al18561351,alvas,Offline,Java Full-stack,5500,15-4-2023 16:10:13,paid
gpviwkk,kqoyx,(155)180-230-1,gpviwkkkqoyx@outlook.com,5m84634509,manipal,Offline,Cyber Security-l0,4500,7-5-2022 15:19:2,not paid
xpbiegdd,jkkzu,(655)081-709-4,xpbiegddjkkzu@outlook.com,4nm45610700,nitte,Online,Web Development,5000,19-11-2022 13:58:14,not paid
pmw,bpq,(865)240-671-2,pmwbpq@gmail.com,4al33599918,alvas,Offline,Cyber Security-l0,4500,4-9-2023 17:49:16,not paid
yvmcbbw,cacpf,(576)063-544-1,yvmcbbwcacpf@gmail.com,6al69531271,alvas,Online,Cyber Security-l0,4500,11-6-2023 16:24:37,not paid
efinu,empbe,(751)448-877-5,efinuempbe@outlook.com,7al75530686,alvas,Online,Cyber Security-l1,5000,23-1-2022 11:20:8,paid
zsgfylz,vkgmy,(424)627-369-8,zsgfylzvkgmy@gmail.com,2sp92698175,sdm,Online,Java Full-stack,5500,22-7-2023 14:9:3,not paid
negpzr,fczdd,(062)456-918-6,negpzrfczdd@gmail.com,1m44460166,manipal,Online,Java Full-stack,5500,14-12-2023 12:54:32,not paid
kffjtp,oozim,(799)832-641-1,kffjtpoozim@gmail.com,1sp84853030,sdm,Online,Web Development-15weeks,3000,20-2-2023 11:44:7,not paid
xkl,asn,(531)885-530-6,xklasn@gmail.com,0nm76219572,nitte,Offline,ai-ml,6000,20-8-2022 14:32:20,not paid
oopnacq,wfpkb,(300)622-786-3,oopnacqwfpkb@yahoo.com,0mp71023468,mite,Offline,ai-ml,6000,20-2-2023 10:21:29,paid
wzyel,ffgrj,(722)974-719-9,wzyelffgrj@yahoo.com,4nm01336056,nitte,Online,Web Development-15weeks,3000,28-6-2022 10:59:30,paid
nqma,zzmw,(085)295-373-0,nqmazzmw@outlook.com,0mp55113003,mite,Online,iot,4000,19-8-2022 15:10:31,not paid
pcjm,vajg,(631)136-286-6,pcjmvajg@yahoo.com,9nm63883227,nitte,Offline,Cyber Security-l0,4500,10-1-2023 13:24:4,not paid
fjralsps,mrkmr,(978)547-293-2,fjralspsmrkmr@gmail.com,4nm28291162,nitte,Online,iot,4000,10-1-2021 11:38:18,paid
oxxhbqe,aclcw,(211)044-352-1,oxxhbqeaclcw@outlook.com,1mp06464059,mite,Offline,ai-ml,6000,3-6-2023 11:22:41,paid
yuojskq,nrmyy,(971)165-391-6,yuojskqnrmyy@yahoo.com,4nm70874477,nitte,Offline,Web Development,5000,4-2-2021 17:37:40,paid
bhik,bbau,(859)173-072-1,bhikbbau@outlook.com,4al39653495,alvas,Offline,Cyber Security-l0,4500,8-10-2022 15:20:47,paid
chmwvkwd,lscqx,(684)939-123-6,chmwvkwdlscqx@gmail.com,4al67229673,alvas,Offline,Cyber Security-l0,4500,26-3-2021 17:28:33,not paid
ckiqazq,apjlx,(438)714-932-5,ckiqazqapjlx@gmail.com,8mp06133511,mite,Online,Java Full-stack,5500,28-10-2023 13:22:38,paid
sjoejmk,ayxof,(643)765-175-8,sjoejmkayxof@outlook.com,2m38672947,manipal,Offline,Web Development-15weeks,3000,20-8-2023 13:24:36,paid
mfqmpq,uximx,(945)519-003-0,mfqmpquximx@outlook.com,7nm74228909,nitte,Offline,iot,4000,19-10-2023 11:6:38,paid
cbf,hnj,(899)633-702-4,cbfhnj@yahoo.com,9nm48092623,nitte,Offline,Cyber Security-l1,5000,8-10-2023 14:29:33,not paid
eld,inp,(195)392-002-4,eldinp@yahoo.com,7m22699992,manipal,Online,Cyber Security-l1,5000,1-12-2023 14:33:31,not paid
epfujay,afrrh,(113)954-332-9,epfujayafrrh@gmail.com,7nm41774078,nitte,Online,Web Development-15weeks,3000,2-2-2022 11:24:15,paid
kdmpd,pfggx,(426)875-108-8,kdmpdpfggx@outlook.com,9mp09217691,mite,Offline,Java Full-stack,5500,25-12-2023 14:28:34,not paid
aumwcmlg,askih,(224)169-189-8,aumwcmlgaskih@outlook.com,4al39412278,alvas,Online,Web Development,5000,2-7-2021 16:20:30,paid
nsh,kxo,(111)736-659-4,nshkxo@gmail.com,9m23714488,manipal,Online,Web Development-15weeks,3000,13-4-2021 17:22:23,paid
okuzv,kmooo,(545)909-481-4,okuzvkmooo@yahoo.com,3mp46706370,mite,Online,Java Full-stack,5500,11-10-2021 10:6:42,not paid
vdrfb,mxuir,(016)006-146-1,vdrfbmxuir@yahoo.com,6al24202675,alvas,Offline,Web Development,5000,16-10-2021 16:58:6,paid
erkku,jglxr,(317)079-849-9,erkkujglxr@gmail.com,6nm13923962,nitte,Online,Web Development-15weeks,3000,4-1-2023 11:57:9,paid
yfatbfu,mfugo,(439)230-332-3,yfatbfumfugo@yahoo.com,0al03868571,alvas,Offline,Web Development,5000,11-9-2022 17:41:37,not paid
hywlt,iltyr,(673)240-572-3,hywltiltyr@gmail.com,7sp98963989,sdm,Online,Cyber Security-l0,4500,11-3-2023 14:6:7,paid
gfwgi,qbgiz,(754)054-224-1,gfwgiqbgiz@yahoo.com,6nm99648602,nitte,Online,Web Development-15weeks,3000,19-3-2022 13:59:8,paid
urvqke,butdr,(252)453-054-0,urvqkebutdr@outlook.com,8sp73245388,sdm,Online,ai-ml,6000,24-2-2021 10:42:30,paid
xrf,kfm,(532)393-600-2,xrfkfm@gmail.com,4sp15464988,sdm,Offline,Web Development-15weeks,3000,24-3-2023 16:53:1,not paid
yjuo,witm,(604)920-284-4,yjuowitm@outlook.com,2m40532922,manipal,Online,ai-ml,6000,1-8-2021 10:14:27,not paid
wglqr,gsvxv,(404)146-970-9,wglqrgsvxv@gmail.com,1nm30077485,nitte,Offline,Web Development-15weeks,3000,6-5-2023 14:58:38,not paid
iozegkdb,dgzhi,(950)734-759-4,iozegkdbdgzhi@yahoo.com,4mp66127253,mite,Online,ai-ml,6000,25-6-2023 10:24:50,paid
tiu,ywf,(410)442-212-9,tiuywf@outlook.com,1nm23551938,nitte,Online,Java Full-stack,5500,11-4-2022 10:27:2,paid
gdga,ksgh,(941)456-029-0,gdgaksgh@gmail.com,9sp33940721,sdm,Offline,Cyber Security-l1,5000,10-7-2022 14:21:20,paid
kchb,vhyp,(363)119-810-4,kchbvhyp@outlook.com,9nm78824726,nitte,Offline,Cyber Security-l1,5000,27-10-2021 16:53:30,paid
ropefknh,ahuyw,(841)370-002-5,ropefknhahuyw@yahoo.com,0al86605755,alvas,Online,iot,4000,28-11-2023 11:23:41,not paid
rco,vem,(780)950-245-3,rcovem@gmail.com,2m74562316,manipal,Online,Java Full-stack,5500,8-1-2023 10:40:8,not paid
tlpfp,ccxrq,(092)980-960-1,tlpfpccxrq@gmail.com,0mp04854434,mite,Online,Java Full-stack,5500,4-3-2023 12:1:7,paid
xmm,deq,(942)107-671-1,xmmdeq@gmail.com,2nm39023833,nitte,Offline,Cyber Security-l0,4500,4-8-2023 14:20:36,not paid
ypr,csg,(641)812-986-7,yprcsg@outlook.com,7sp69474917,sdm,Offline,Web Development,5000,2-3-2022 15:31:29,not paid
gpxl,vcsu,(457)022-606-3,gpxlvcsu@yahoo.com,8m31452884,manipal,Offline,Java Full-stack,5500,23-10-2021 11:58:32,paid
xykz,iiff,(979)305-575-2,xykziiff@gmail.com,2sp10088201,sdm,Online,Cyber Security-l0,4500,19-9-2021 11:56:32,paid
shrvtpqr,dwrvl,(486)627-840-9,shrvtpqrdwrvl@gmail.com,2mp23872352,mite,Online,ai-ml,6000,9-8-2022 17:6:13,not paid
gqiqbbo,jhpcd,(185)034-999-9,gqiqbbojhpcd@yahoo.com,9mp05536222,mite,Online,Web Development,5000,18-11-2023 17:10:38,paid
alzx,iimf,(503)709-635-4,alzxiimf@yahoo.com,9mp85384137,mite,Online,Cyber Security-l1,5000,1-2-2021 15:2:5,paid
yyptkh,bfldh,(735)779-552-5,yyptkhbfldh@yahoo.com,2m32871560,manipal,Offline,ai-ml,6000,23-2-2023 11:11:8,not paid
dnfdw,uswpi,(127)427-261-7,dnfdwuswpi@gmail.com,2al89772713,alvas,Online,Cyber Security-l1,5000,25-1-2021 15:47:24,not paid
llbzidr,oterw,(890)568-448-0,llbzidroterw@gmail.com,4nm88641472,nitte,Online,Cyber Security-l1,5000,11-2-2022 14:33:7,not paid
aqrht,lvpgo,(131)364-318-6,aqrhtlvpgo@yahoo.com,9nm13050905,nitte,Online,ai-ml,6000,28-11-2022 11:40:29,not paid
aeszqy,drfyg,(608)714-606-6,aeszqydrfyg@gmail.com,9nm80291269,nitte,Offline,iot,4000,17-2-2022 11:8:39,not paid
dyjonk,hceog,(590)113-759-8,dyjonkhceog@yahoo.com,2mp07593021,mite,Online,Cyber Security-l1,5000,1-11-2021 13:2:41,paid
tqfydws,dqtsh,(812)386-440-5,tqfydwsdqtsh@gmail.com,8al00072282,alvas,Offline,iot,4000,25-4-2023 15:41:7,paid
ojrnuiq,twxvv,(406)493-343-7,ojrnuiqtwxvv@outlook.com,7sp22861979,sdm,Online,Java Full-stack,5500,3-12-2021 11:7:31,not paid
fvregwh,srhnv,(458)019-060-6,fvregwhsrhnv@gmail.com,3al97325330,alvas,Online,Web Development-15weeks,3000,10-2-2021 12:39:27,not paid
qxce,neuy,(000)194-834-1,qxceneuy@yahoo.com,2al03306617,alvas,Online,Java Full-stack,5500,22-10-2022 11:25:32,not paid
brwk,rlxz,(987)206-213-1,brwkrlxz@gmail.com,1mp13610917,mite,Online,Java Full-stack,5500,2-2-2023 16:54:35,paid
aqtumgba,icjaa,(919)900-431-9,aqtumgbaicjaa@yahoo.com,5al46142114,alvas,Offline,ai-ml,6000,3-10-2022 15:56:3,paid
aclbdkr,kifzw,(685)916-609-0,aclbdkrkifzw@gmail.com,0nm42228454,nitte,Online,Cyber Security-l0,4500,6-7-2022 17:52:15,paid
jyiqvrg,ysbsd,(398)859-371-6,jyiqvrgysbsd@outlook.com,6mp89034236,mite,Offline,iot,4000,26-4-2021 14:45:3,paid
ujnrn,xcuwe,(789)057-472-1,ujnrnxcuwe@gmail.com,8mp56169074,mite,Online,Cyber Security-l0,4500,27-2-2021 12:6:49,paid
mcflj,dymei,(403)917-956-5,mcfljdymei@gmail.com,4nm26757473,nitte,Online,Cyber Security-l1,5000,8-1-2023 12:42:31,paid
xrz,bhc,(302)571-245-8,xrzbhc@yahoo.com,4m87288167,manipal,Online,Cyber Security-l0,4500,17-2-2022 15:39:44,not paid
wvqxhpef,jbxnn,(385)581-578-6,wvqxhpefjbxnn@yahoo.com,3nm35396859,nitte,Online,Web Development,5000,8-9-2021 12:49:43,not paid
lzeqsq,dskhm,(653)336-365-4,lzeqsqdskhm@gmail.com,1nm87759369,nitte,Offline,ai-ml,6000,3-2-2022 16:15:46,paid
pfhicz,baxyp,(836)160-229-2,pfhiczbaxyp@gmail.com,7m24783987,manipal,Offline,ai-ml,6000,11-6-2021 15:26:11,paid
yyztajph,favel,(624)125-034-4,yyztajphfavel@gmail.com,4mp95061422,mite,Offline,Web Development,5000,9-10-2022 11:36:24,paid
oitdv,jummv,(021)920-302-5,oitdvjummv@gmail.com,9sp08745105,sdm,Online,Web Development,5000,18-6-2022 13:14:31,paid
fsffx,hvanv,(516)065-710-1,fsffxhvanv@yahoo.com,5m85773805,manipal,Offline,Web Development-15weeks,3000,1-2-2021 17:10:8,not paid
muipyfrh,qibqr,(644)704-021-4,muipyfrhqibqr@gmail.com,7mp15797299,mite,Offline,Cyber Security-l0,4500,4-8-2021 10:47:28,paid
lwvcepz,jjldk,(304)789-560-9,lwvcepzjjldk@outlook.com,1sp98976089,sdm,Online,Cyber Security-l1,5000,22-1-2023 11:24:24,paid
fyvbizwu,maaen,(086)110-428-1,fyvbizwumaaen@yahoo.com,6m04847780,manipal,Online,Web Development-15weeks,3000,22-10-2021 13:3:9,not paid
esprkkv,jefjh,(239)302-166-4,esprkkvjefjh@gmail.com,2m92766302,manipal,Offline,Java Full-stack,5500,19-9-2021 12:33:48,paid
yursct,luukg,(948)432-272-5,yursctluukg@outlook.com,3m06376966,manipal,Online,iot,4000,26-9-2023 11:36:23,paid
nzatzxhy,hksys,(622)708-446-0,nzatzxhyhksys@gmail.com,0al00206120,alvas,Offline,Java Full-stack,5500,21-1-2022 13:15:5,not paid
ybxr,bcqb,(001)541-783-6,ybxrbcqb@gmail.com,8al24576109,alvas,Offline,Web Development-15weeks,3000,7-11-2021 11:22:31,paid
ytv,qbn,(927)753-177-5,ytvqbn@gmail.com,6m37168094,manipal,Online,iot,4000,1-12-2022 16:32:50,paid
qptybiao,jnxty,(638)283-502-7,qptybiaojnxty@yahoo.com,5nm52435912,nitte,Offline,Cyber Security-l0,4500,20-7-2021 17:13:28,paid
vwfg,sivq,(989)065-638-0,vwfgsivq@yahoo.com,2m98315838,manipal,Offline,iot,4000,24-6-2022 13:15:47,paid
sbmzg,ubywb,(373)861-804-1,sbmzgubywb@gmail.com,8al93279345,alvas,Online,Cyber Security-l1,5000,11-6-2022 14:37:40,not paid
qfq,lwm,(763)465-621-2,qfqlwm@gmail.com,2sp12793860,sdm,Offline,Web Development,5000,3-7-2023 16:4:26,paid
vkdub,nznnp,(125)813-205-0,vkdubnznnp@yahoo.com,6nm10604234,nitte,Online,Web Development,5000,23-4-2021 11:5:14,paid
toqbj,pjmuh,(055)488-062-7,toqbjpjmuh@outlook.com,9sp67985822,sdm,Online,Web Development-15weeks,3000,13-10-2022 16:10:46,not paid
dej,pda,(063)230-069-0,dejpda@gmail.com,2m78191284,manipal,Online,Cyber Security-l1,5000,7-2-2023 12:21:3,paid
bxryugne,zdrkv,(950)330-470-2,bxryugnezdrkv@gmail.com,2mp07047584,mite,Offline,Web Development,5000,3-1-2022 16:28:4,not paid
azdjhfzq,skxlm,(438)233-808-0,azdjhfzqskxlm@gmail.com,5sp43778055,sdm,Offline,Cyber Security-l0,4500,22-8-2021 11:42:15,not paid
ogvp,cqcg,(529)029-815-6,ogvpcqcg@yahoo.com,1mp35867934,mite,Online,Cyber Security-l0,4500,7-1-2023 12:55:19,paid
clmhp,klrxt,(474)306-753-3,clmhpklrxt@gmail.com,5sp23134479,sdm,Offline,Cyber Security-l1,5000,8-11-2023 15:51:19,paid
tovakwr,enzny,(465)134-766-5,tovakwrenzny@gmail.com,8m10253238,manipal,Online,Cyber Security-l0,4500,3-7-2023 16:51:38,not paid
kmo,rmd,(974)217-893-7,kmormd@outlook.com,1m08195601,manipal,Online,ai-ml,6000,21-12-2021 10:57:41,paid
bheonyv,nltkf,(292)961-638-8,bheonyvnltkf@outlook.com,2al70293150,alvas,Online,ai-ml,6000,15-6-2021 13:8:48,not paid
kkggcm,phyph,(368)592-127-3,kkggcmphyph@gmail.com,4m36487491,manipal,Offline,Web Development,5000,21-2-2021 15:2:22,paid
kmlgxftf,tgbfd,(149)897-322-4,kmlgxftftgbfd@yahoo.com,9nm37527711,nitte,Online,Web Development-15weeks,3000,26-11-2023 11:29:44,paid
yftzbm,difco,(175)508-827-5,yftzbmdifco@gmail.com,8nm58763737,nitte,Online,Web Development,5000,3-3-2021 14:59:2,not paid
qpnilo,olrhv,(485)785-846-6,qpniloolrhv@outlook.com,1nm88700008,nitte,Online,Cyber Security-l1,5000,5-8-2023 15:17:48,not paid
